EaseOfUse	Gender	Age	DatePosted	Satisfaction	Reason	Supplement	NReviews	Effectiveness
5	Male	45-54	12/11/2013	5	Colds and flu	ECHINACEA	86	5
5	Female	65-74	11/2/2013	5	Colds and flu	ECHINACEA	86	5
5	Male	55-64	10/15/2013	5	Colds and flu	ECHINACEA	86	5
4	Male	35-44	9/17/2013	3	"Upper respiratory tract infect...
							"	ECHINACEA	86	3
5	Female	35-44	8/26/2013	5	"Upper respiratory tract infect...
							"	ECHINACEA	86	5
5	Female	65-74	6/19/2013	5	Colds and flu	ECHINACEA	86	5
5	Male	45-54	4/13/2013	5	Common cold	ECHINACEA	86	5
3	Female	19-24	2/23/2013	4	Colds and flu	ECHINACEA	86	5
5	Female	19-24	1/27/2013	5	Colds and flu	ECHINACEA	86	5
5	Male	55-64	12/23/2012	5	Colds and flu	ECHINACEA	86	5
5	Female	13-18	10/17/2012	5	Colds and flu	ECHINACEA	86	4
5	Female	25-34	10/17/2012	5	General Health & Wellness	ECHINACEA	86	5
5	Female	45-54	6/10/2012	5	Other	ECHINACEA	86	5
5	Female	55-64	3/8/2012	5	Respiratory tract infections	ECHINACEA	86	5
4	Female	55-64	2/14/2012	5	"Upper respiratory tract infect...
							"	ECHINACEA	86	5
5	Female	45-54	1/5/2012	5	Respiratory tract infections	ECHINACEA	86	5
5	Female	45-54	5/17/2011	5	Common cold	ECHINACEA	86	4
5	Female	45-54	4/24/2011	5	Common cold	ECHINACEA	86	4
5	Male	55-64	3/1/2011	5	Common cold	ECHINACEA	86	5
5	Female	25-34	9/30/2010	5	"Upper respiratory tract infect...
							"	ECHINACEA	86	4
4	Female	45-54	9/5/2010	4	Common cold	ECHINACEA	86	4
5	Male	25-34	8/19/2010	5	Influenza	ECHINACEA	86	5
5	Female	55-64	3/6/2010	5	General Health & Wellness	ECHINACEA	86	5
5	Male	45-54	2/8/2010	5	Common cold	ECHINACEA	86	5
5	Female	25-34	11/4/2009	5	Common cold	ECHINACEA	86	5
5	Male	55-64	11/4/2009	5	Common cold	ECHINACEA	86	5
4	Female	65-74	10/12/2009	4	Flu	ECHINACEA	86	4
5	Female	55-64	10/8/2009	5	Other	ECHINACEA	86	5
5	Male	55-64	10/8/2009	4	Influenza	ECHINACEA	86	4
5	Female	19-24	10/9/2008	5	Other	ECHINACEA	86	5
4	Female	25-34	3/9/2008	1	Other	ECHINACEA	86	2
5	Male	55-64	12/12/2007	5	Other	ECHINACEA	86	5
5	Female	45-54	11/24/2007	5	Other	ECHINACEA	86	5
4	Female	45-54	11/13/2007	4	Other	ECHINACEA	86	4
5	Male	65-74	10/17/2007	5	Other	ECHINACEA	86	5
5	Female	25-34	10/10/2007	4	Other	ECHINACEA	86	4
5	Female	45-54	10/7/2007	5	Other	ECHINACEA	86	5
1	Male	45-54	9/21/2007	1	Other	ECHINACEA	86	1
5	Female	19-24	9/19/2007	5	Other	ECHINACEA	86	5
1	Female	55-64	12/31/2018	1	Other	EMU OIL	100	1
5	Male	65-74	2/14/2017	5	Other	EMU OIL	100	5
4	Female	65-74	12/21/2016	4	General Health & Wellness	EMU OIL	100	4
5	Male	65-74	7/13/2016	5	Other	EMU OIL	100	5
4	Female	55-64	6/30/2016	4	Other	EMU OIL	100	3
5	Female	65-74	6/2/2016	3	Other	EMU OIL	100	5
4	Female	35-44	2/23/2016	5	General Health & Wellness	EMU OIL	100	4
5	Female	45-54	1/3/2016	5	General Health & Wellness	EMU OIL	100	5
5	Female	45-54	12/3/2015	1	Other	EMU OIL	100	5
5	Female	25-34	11/25/2015	4	Other	EMU OIL	100	4
4	Female	65-74	11/10/2015	4	Other	EMU OIL	100	4
5	Female	65-74	10/26/2015	5	General Health & Wellness	EMU OIL	100	5
5	Female	65-74	10/12/2015	3	Other	EMU OIL	100	3
5	Female	55-64	9/7/2015	5	General Health & Wellness	EMU OIL	100	5
4	Male	65-74	7/20/2015	5	General Health & Wellness	EMU OIL	100	5
5	Male	55-64	6/18/2015	5	General Health & Wellness	EMU OIL	100	5
5	Female	65-74	6/16/2015	5	Other	EMU OIL	100	5
5	Male	13-18	6/2/2015	5	General Health & Wellness	EMU OIL	100	5
5	Female	65-74	4/5/2015	4	General Health & Wellness	EMU OIL	100	4
5	Male	55-64	3/28/2015	1	Other	EMU OIL	100	1
5	Female	55-64	2/9/2015	5	General Health & Wellness	EMU OIL	100	5
5	Female	45-54	2/4/2015	5	Other	EMU OIL	100	5
5	Female	55-64	12/4/2014	5	Other	EMU OIL	100	5
2	Male	3-6	11/19/2014	5	General Health & Wellness	EMU OIL	100	3
5	Female	55-64	11/16/2014	5	Other	EMU OIL	100	5
4	Female	55-64	11/16/2014	4	General Health & Wellness	EMU OIL	100	4
4	Female	55-64	11/16/2014	4	General Health & Wellness	EMU OIL	100	4
5	Male	55-64	11/6/2014	5	Other	EMU OIL	100	4
5	Female	35-44	10/6/2014	5	General Health & Wellness	EMU OIL	100	5
4	Female	65-74	10/1/2014	4	Other	EMU OIL	100	4
5	Female	55-64	9/20/2014	5	General Health & Wellness	EMU OIL	100	5
3	Male	55-64	7/27/2014	1	Other	EMU OIL	100	1
5	Female	65-74	7/23/2014	5	General Health & Wellness	EMU OIL	100	5
5	Female	25-34	7/5/2014	5	Other	EMU OIL	100	5
5	Male	65-74	6/23/2014	5	General Health & Wellness	EMU OIL	100	5
5	Female	45-54	6/21/2014	5	General Health & Wellness	EMU OIL	100	5
5	Female	55-64	5/29/2014	5	Other	EMU OIL	100	5
5	Male	55-64	4/13/2014	5	Other	EMU OIL	100	5
5	Male	65-74	4/11/2014	5	Other	EMU OIL	100	5
3	Female	65-74	3/26/2014	3	Other	EMU OIL	100	3
5	Male	65-74	3/14/2014	5	General Health & Wellness	EMU OIL	100	4
5	Female	35-44	2/25/2014	5	Other	EMU OIL	100	5
5	Male	55-64	2/18/2014	5	Other	EMU OIL	100	5
5	Female	55-64	2/11/2014	5	Other	EMU OIL	100	5
5	Female	35-44	12/15/2013	5	Other	EMU OIL	100	5
4	Male	65-74	12/13/2013	4	General Health & Wellness	EMU OIL	100	4
5	Male	35-44	11/16/2013	5	General Health & Wellness	EMU OIL	100	5
5	Female	45-54	9/16/2013	5	General Health & Wellness	EMU OIL	100	5
5	Female	55-64	9/15/2013	5	General Health & Wellness	EMU OIL	100	5
5	Female	55-64	9/13/2013	5	General Health & Wellness	EMU OIL	100	5
5	Female	45-54	9/11/2013	5	General Health & Wellness	EMU OIL	100	5
5	Female	45-54	9/6/2013	5	General Health & Wellness	EMU OIL	100	5
5	Female	65-74	8/31/2013	5	Other	EMU OIL	100	5
5	Female	65-74	7/31/2013	5	General Health & Wellness	EMU OIL	100	5
5	Female	65-74	7/28/2013	5	Other	EMU OIL	100	5
5	Male	35-44	4/29/2013	5	General Health & Wellness	EMU OIL	100	5
5	Female	25-34	4/23/2013	5	Other	EMU OIL	100	5
5	Female	55-64	4/23/2013	5	General Health & Wellness	EMU OIL	100	4
5	Female	65-74	4/12/2013	5	Other	EMU OIL	100	5
5	Male	45-54	4/9/2013	5	General Health & Wellness	EMU OIL	100	5
5	Female	45-54	4/2/2013	5	General Health & Wellness	EMU OIL	100	5
5	Female	35-44	3/9/2013	5	Other	EMU OIL	100	5
5	Female	45-54	2/23/2013	5	Other	EMU OIL	100	5
5	Female	45-54	2/16/2013	5	General Health & Wellness	EMU OIL	100	5
5	Female	35-44	1/4/2013	5	Other	EMU OIL	100	5
5	Male	55-64	12/30/2012	5	General Health & Wellness	EMU OIL	100	5
5	Female	55-64	8/11/2012	5	General Health & Wellness	EMU OIL	100	5
5	Female	35-44	6/24/2012	5	Other	EMU OIL	100	5
5	Female	35-44	4/23/2012	5	Other	EMU OIL	100	5
5	Female	55-64	1/19/2012	5	General Health & Wellness	EMU OIL	100	5
5	Female	25-34	12/27/2011	5	Other	EMU OIL	100	5
5	Female	55-64	12/20/2018	5	Menopausal symptoms	EVENING PRIMROSE OIL	108	5
5	Female	45-54	11/18/2018	5	Premenstrual syndrome (PMS)	EVENING PRIMROSE OIL	108	5
3	Female	35-44	10/7/2018	1	Pregnancy	EVENING PRIMROSE OIL	108	1
5	Female	25-34	7/28/2016	5	Other	EVENING PRIMROSE OIL	108	5
5	Female	55-64	6/8/2016	5	Menopausal symptoms	EVENING PRIMROSE OIL	108	5
5	Female	65-74	4/2/2016	5	Mastalgia	EVENING PRIMROSE OIL	108	5
1	Female	35-44	2/22/2016	1	Other	EVENING PRIMROSE OIL	108	1
5	Female	55-64	1/13/2016	5	Other	EVENING PRIMROSE OIL	108	5
5	Female	35-44	11/4/2015	5	PMS	EVENING PRIMROSE OIL	108	5
5	Female	45-54	8/21/2015	5	Other	EVENING PRIMROSE OIL	108	5
5	Female	45-54	8/14/2015	5	Menopause	EVENING PRIMROSE OIL	108	5
5	Female	55-64	7/23/2015	5	Other	EVENING PRIMROSE OIL	108	5
5	Female	45-54	7/20/2015	5	Hot flashes	EVENING PRIMROSE OIL	108	5
4	Male	55-64	7/14/2015	4	Arthritis	EVENING PRIMROSE OIL	108	4
5	Female	65-74	6/22/2015	5	Other	EVENING PRIMROSE OIL	108	5
5	Female	25-34	6/19/2015	5	Other	EVENING PRIMROSE OIL	108	5
5	Female	55-64	6/19/2015	5	Menopausal symptoms	EVENING PRIMROSE OIL	108	4
5	Female	25-34	6/3/2015	5	Premenstrual syndrome (PMS)	EVENING PRIMROSE OIL	108	5
5	Female	45-54	5/28/2015	5	Hot flashes	EVENING PRIMROSE OIL	108	5
5	Female	19-24	4/11/2015	4	Premenstrual syndrome (PMS)	EVENING PRIMROSE OIL	108	4
5	Female	45-54	3/30/2015	5	Menopausal symptoms	EVENING PRIMROSE OIL	108	4
5	Female	45-54	3/26/2015	5	Hot flashes	EVENING PRIMROSE OIL	108	5
5	Female	45-54	3/20/2015	5	Menopausal symptoms	EVENING PRIMROSE OIL	108	5
5	Female	65-74	3/14/2015	5	PMS	EVENING PRIMROSE OIL	108	5
5	Male	25-34	3/13/2015	5	Atopic eczema	EVENING PRIMROSE OIL	108	5
5	Male	55-64	2/18/2015	5	Neuropathy	EVENING PRIMROSE OIL	108	4
5	Female	55-64	2/8/2015	5	Menopause	EVENING PRIMROSE OIL	108	5
5	Female	55-64	2/6/2015	5	Weight loss	EVENING PRIMROSE OIL	108	4
5	Female	45-54	1/25/2015	5	Arthritis	EVENING PRIMROSE OIL	108	5
5	Female	35-44	1/13/2015	5	Premenstrual syndrome (PMS)	EVENING PRIMROSE OIL	108	5
4	Female	65-74	11/27/2014	4	Other	EVENING PRIMROSE OIL	108	4
4	Female	45-54	11/18/2014	4	Menopausal symptoms	EVENING PRIMROSE OIL	108	5
4	Female	45-54	11/7/2014	4	Hot flashes	EVENING PRIMROSE OIL	108	4
5	Female	35-44	11/3/2014	5	PMS	EVENING PRIMROSE OIL	108	5
5	Female	65-74	11/2/2014	5	Hot flashes	EVENING PRIMROSE OIL	108	5
5	Female	65-74	11/2/2014	5	Mastalgia	EVENING PRIMROSE OIL	108	5
5	Female	35-44	10/13/2014	5	Menopausal symptoms	EVENING PRIMROSE OIL	108	5
4	Female	35-44	10/11/2014	4	Other	EVENING PRIMROSE OIL	108	4
3	Female	19-24	10/5/2014	1	Pregnancy	EVENING PRIMROSE OIL	108	1
5	Female	25-34	9/23/2014	5	PMS	EVENING PRIMROSE OIL	108	5
5	Female	45-54	9/11/2014	5	Hot flashes	EVENING PRIMROSE OIL	108	5
5	Female	25-34	9/8/2014	5	Premenstrual syndrome (PMS)	EVENING PRIMROSE OIL	108	4
5	Female	55-64	5/10/2014	5	Arthritis	EVENING PRIMROSE OIL	108	5
5	Female	65-74	5/7/2014	5	Arthritis	EVENING PRIMROSE OIL	108	5
5	Female	35-44	4/28/2014	5	Premenstrual syndrome (PMS)	EVENING PRIMROSE OIL	108	4
4	Female	45-54	4/25/2014	1	Menopause	EVENING PRIMROSE OIL	108	1
5	Female	45-54	1/9/2014	5	Menopause	EVENING PRIMROSE OIL	108	5
5	Female	45-54	12/31/2013	5	Arthritis	EVENING PRIMROSE OIL	108	5
5	Male	45-54	10/22/2013	5	Chronic fatigue syndrome (CFS)	EVENING PRIMROSE OIL	108	5
5	Female	55-64	9/6/2013	2	Menopause	EVENING PRIMROSE OIL	108	2
5	Female	45-54	5/9/2013	5	Other	EVENING PRIMROSE OIL	108	5
5	Female	45-54	5/9/2013	5	Other	EVENING PRIMROSE OIL	108	4
5	Female	25-34	4/20/2013	5	PMS	EVENING PRIMROSE OIL	108	4
5	Female	35-44	3/19/2013	5	Mastalgia	EVENING PRIMROSE OIL	108	5
5	Female	45-54	2/18/2013	1	CFS	EVENING PRIMROSE OIL	108	1
5	Female	19-24	1/12/2013	1	Premenstrual syndrome (PMS)	EVENING PRIMROSE OIL	108	1
5	Female	35-44	12/4/2012	5	PMS	EVENING PRIMROSE OIL	108	4
4	Female	45-54	11/19/2012	4	Eczema	EVENING PRIMROSE OIL	108	4
5	Female	35-44	11/9/2012	5	Mastalgia	EVENING PRIMROSE OIL	108	5
5	Female	45-54	10/15/2012	5	Hot flashes	EVENING PRIMROSE OIL	108	4
3	Female	45-54	7/22/2012	3	Menopausal symptoms	EVENING PRIMROSE OIL	108	2
5	Female	45-54	5/26/2012	5	Menopausal symptoms	EVENING PRIMROSE OIL	108	5
4	Female	45-54	10/28/2011	1	Premenstrual syndrome (PMS)	EVENING PRIMROSE OIL	108	1
5	Female	19-24	7/4/2011	5	Other	EVENING PRIMROSE OIL	108	5
5	Female	45-54	4/5/2011	5	PMS	EVENING PRIMROSE OIL	108	5
5	Female	45-54	3/7/2011	4	Menopausal symptoms	EVENING PRIMROSE OIL	108	4
5	Female	19-24	1/11/2011	5	Other	EVENING PRIMROSE OIL	108	5
5	Female	25-34	11/20/2010	5	Premenstrual syndrome (PMS)	EVENING PRIMROSE OIL	108	5
5	Female	45-54	9/8/2010	4	Mastalgia	EVENING PRIMROSE OIL	108	4
5	Male	25-34	6/8/2010	5	Chronic fatigue syndrome (CFS)	EVENING PRIMROSE OIL	108	5
5	Female	25-34	6/3/2010	3	Other	EVENING PRIMROSE OIL	108	5
4	Female	45-54	1/25/2010	5	Hot flashes	EVENING PRIMROSE OIL	108	4
4	Female	35-44	7/26/2009	4	Mastalgia	EVENING PRIMROSE OIL	108	4
5	Female	35-44	7/13/2009	4	Mastalgia	EVENING PRIMROSE OIL	108	4
4	Female	35-44	6/30/2009	5	Premenstrual syndrome (PMS)	EVENING PRIMROSE OIL	108	5
5	Female	65-74	8/23/2017	1	Gastric hyperacidity 	FENUGREEK	74	1
5	Female	45-54	2/3/2017	5	Other	FENUGREEK	74	5
5	Male	55-64	2/3/2017	5	General Health & Wellness	FENUGREEK	74	5
5	Female	25-34	11/25/2016	5	Lactation	FENUGREEK	74	5
5	Female	35-44	6/8/2016	4	General Health & Wellness	FENUGREEK	74	4
5	Female	25-34	3/25/2016	5	Lactation	FENUGREEK	74	5
3	Female	65-74	10/26/2015	4	Cholesterol	FENUGREEK	74	4
5	Male	55-64	8/28/2015	5	Cholesterol	FENUGREEK	74	5
5	Female	25-34	7/13/2015	3	Lactation	FENUGREEK	74	5
5	Male	55-64	7/12/2015	5	Gastric hyperacidity 	FENUGREEK	74	5
5	Female	25-34	5/19/2015	5	Lactation	FENUGREEK	74	5
1	Female	7-12	5/13/2015	1	Other	FENUGREEK	74	2
4	Male	65-74	4/16/2015	3	Diabetes	FENUGREEK	74	3
5	Male	19-24	4/3/2015	4	Weight loss	FENUGREEK	74	2
4	Female	35-44	3/14/2015	1	Lactation	FENUGREEK	74	3
5	Male	25-34	2/23/2015	5	Exercise performance	FENUGREEK	74	5
5	Female	25-34	2/23/2015	2	General Health & Wellness	FENUGREEK	74	2
5	Male	55-64	2/14/2015	5	Other	FENUGREEK	74	5
2	Male	65-74	2/2/2015	5	Heartburn	FENUGREEK	74	5
5	Female	35-44	1/31/2015	5	Lactation	FENUGREEK	74	5
5	Female	45-54	1/16/2015	5	Heartburn	FENUGREEK	74	5
5	Female	25-34	12/10/2014	4	Lactation	FENUGREEK	74	5
5	Female	55-64	11/17/2014	1	Diabetes	FENUGREEK	74	2
5	Male	25-34	10/5/2014	5	General Health & Wellness	FENUGREEK	74	5
5	Male	25-34	6/18/2014	5	General Health & Wellness	FENUGREEK	74	5
4	Female	45-54	3/23/2014	4	GERD	FENUGREEK	74	4
5	Female	19-24	3/13/2014	3	Other	FENUGREEK	74	3
5	Male	45-54	3/13/2014	5	General Health & Wellness	FENUGREEK	74	5
5	Male	45-54	2/2/2014	5	General Health & Wellness	FENUGREEK	74	5
5	Male	55-64	1/4/2014	4	General Health & Wellness	FENUGREEK	74	4
5	Female	55-64	11/23/2013	5	Other	FENUGREEK	74	5
5	Female	35-44	10/24/2013	5	Other	FENUGREEK	74	5
4	Male	35-44	10/22/2013	3	Cholesterol	FENUGREEK	74	3
1	Female	65-74	10/21/2013	1	General Health & Wellness	FENUGREEK	74	1
5	Male	65-74	10/18/2013	5	Cholesterol	FENUGREEK	74	5
4	Male	25-34	9/29/2013	4	Hyperlipidemia	FENUGREEK	74	4
5	Male	55-64	9/24/2013	5	Diabetes	FENUGREEK	74	5
5	Female	25-34	9/13/2013	5	Diabetes	FENUGREEK	74	5
5	Male	45-54	6/18/2013	5	"Gastroesophageal reflux diseas...
							"	FENUGREEK	74	5
4	Female	19-24	6/18/2013	5	General Health & Wellness	FENUGREEK	74	4
3	Male	35-44	6/14/2013	3	Diabetes	FENUGREEK	74	4
4	Female	25-34	6/14/2013	2	Other	FENUGREEK	74	4
5	Female	45-54	6/7/2013	3	Other	FENUGREEK	74	3
5	Female	45-54	4/29/2013	5	Other	FENUGREEK	74	5
4	Female	45-54	3/24/2013	4	Other	FENUGREEK	74	4
4	Male	65-74	3/13/2013	5	General Health & Wellness	FENUGREEK	74	4
5	Male	55-64	3/1/2013	4	Other	FENUGREEK	74	4
5	Female	45-54	1/12/2013	5	Cholesterol	FENUGREEK	74	5
5	Female	35-44	12/16/2012	5	Other	FENUGREEK	74	5
3	Male	65-74	9/24/2012	4	Diabetes	FENUGREEK	74	4
4	Female	55-64	6/22/2012	5	General Health & Wellness	FENUGREEK	74	5
5	Male	55-64	3/8/2012	5	Diabetes	FENUGREEK	74	5
5	Female	45-54	11/29/2011	5	Diabetes	FENUGREEK	74	5
5	Male	45-54	7/6/2011	5	General Health & Wellness	FENUGREEK	74	5
5	Female	55-64	6/22/2011	5	Cholesterol	FENUGREEK	74	5
5	Female	55-64	9/26/2010	5	Diabetes	FENUGREEK	74	5
5	Female	35-44	2/17/2010	5	Diabetes	FENUGREEK	74	5
4	Male	35-44	1/1/2010	4	Hyperlipidemia	FENUGREEK	74	4
5	Female	25-34	11/4/2009	5	Other	FENUGREEK	74	5
3	Male	35-44	9/8/2009	3	Hyperglycemia	FENUGREEK	74	4
5	Female	45-54	2/3/2019	5	Weight loss	FISH OIL	201	5
4	Female	45-54	1/10/2016	4	Psoriasis	FISH OIL	201	4
5	Female	45-54	10/27/2015	5	Depression	FISH OIL	201	4
4	Male	55-64	6/11/2015	2	Osteoarthritis	FISH OIL	201	4
5	Male	45-54	5/14/2015	5	General Health & Wellness	FISH OIL	201	5
5	Male	19-24	5/11/2015	5	Depression	FISH OIL	201	5
4	Male	19-24	5/11/2015	5	Other	FISH OIL	201	5
5	Female	25-34	5/9/2015	5	Lupus	FISH OIL	201	5
4	Male	55-64	3/24/2015	4	High blood pressure	FISH OIL	201	4
5	Female	35-44	2/12/2015	5	Psoriasis	FISH OIL	201	4
3	Male	25-34	2/1/2015	3	General Health & Wellness	FISH OIL	201	3
4	Female	65-74	1/12/2015	3	Arthritis	FISH OIL	201	3
1	Female	25-34	12/11/2014	1	Pregnancy	FISH OIL	201	1
5	Male	65-74	12/2/2014	5	Cardiovascular disease	FISH OIL	201	4
5	Female	65-74	11/4/2014	5	Arthritis	FISH OIL	201	5
5	Male	25-34	10/4/2014	5	General Health & Wellness	FISH OIL	201	5
5	Male	55-64	9/1/2014	4	High blood pressure	FISH OIL	201	4
5	Female	35-44	8/6/2014	5	Bipolar disorder	FISH OIL	201	5
2	Female	55-64	8/1/2014	3	High blood pressure	FISH OIL	201	3
4	Female	65-74	7/19/2014	4	Dementia	FISH OIL	201	4
5	Female	55-64	7/17/2014	5	Dry eye syndrome	FISH OIL	201	4
1	Female	35-44	6/24/2014	5	Child development	FISH OIL	201	5
5	Male	45-54	6/21/2014	1	Dermatitis	FISH OIL	201	1
5	Male	45-54	5/28/2014	4	Other	FISH OIL	201	4
2	Female	65-74	5/17/2014	1	Dry eye	FISH OIL	201	1
5	Female	25-34	5/7/2014	3	Dry eye	FISH OIL	201	3
5	Female	35-44	4/22/2014	5	Diabetes	FISH OIL	201	4
4	Male	25-34	4/20/2014	4	Cancer	FISH OIL	201	4
3	Female	45-54	1/25/2014	3	Arthritis	FISH OIL	201	4
1	Male	25-34	11/17/2013	1	Depression	FISH OIL	201	1
4	Female	55-64	10/20/2013	5	Arthritis	FISH OIL	201	5
5	Female	35-44	7/31/2013	1	Raynaud's phenomenon	FISH OIL	201	5
5	Female	45-54	7/30/2013	5	Arthritis	FISH OIL	201	5
2	Female	55-64	7/26/2013	2	Hypertriglyceridemia	FISH OIL	201	4
5	Female	35-44	7/25/2013	1	Weight loss	FISH OIL	201	1
5	Female	45-54	6/27/2013	5	Dry eye	FISH OIL	201	5
5	Male	35-44	6/1/2013	3	Bipolar depression	FISH OIL	201	2
4	Male	55-64	5/28/2013	1	Hypertriglyceridemia	FISH OIL	201	1
5	Female	45-54	5/21/2013	4	Diabetes	FISH OIL	201	3
3	Male	55-64	5/20/2013	3	General Health & Wellness	FISH OIL	201	3
5	Male	45-54	5/1/2013	5	General Health & Wellness	FISH OIL	201	5
5	Female	25-34	4/30/2013	5	IgA nephropathy	FISH OIL	201	3
5	Male	45-54	2/9/2013	4	Cardiovascular disease	FISH OIL	201	4
5	Female	35-44	12/31/2012	4	Asthma	FISH OIL	201	3
5	Male	35-44	11/14/2012	4	Dry eye	FISH OIL	201	4
5	Female	45-54	10/29/2012	5	Stroke	FISH OIL	201	5
5	Female	45-54	10/24/2012	5	High blood pressure	FISH OIL	201	5
5	Male	35-44	9/2/2012	5	General Health & Wellness	FISH OIL	201	4
4	Female	25-34	8/29/2012	4	Bipolar depression	FISH OIL	201	3
3	Male	55-64	8/19/2012	1	High blood pressure	FISH OIL	201	1
2	Female	45-54	7/15/2012	1	General Health & Wellness	FISH OIL	201	1
5	Female	45-54	7/13/2012	5	Dry eye	FISH OIL	201	5
4	Male	55-64	7/6/2012	4	Atherosclerosis	FISH OIL	201	4
5	Female	65-74	6/30/2012	5	Chronic fatigue syndrome (CFS)	FISH OIL	201	5
5	Female	45-54	6/12/2012	5	General Health & Wellness	FISH OIL	201	5
2	Male	45-54	5/27/2012	1	Arthritis	FISH OIL	201	3
5	Male	55-64	5/3/2012	5	Hypertension	FISH OIL	201	5
4	Male	65-74	4/14/2012	4	Age-related fatigue	FISH OIL	201	4
5	Male	35-44	4/2/2012	4	General Health & Wellness	FISH OIL	201	4
5	Female	55-64	3/10/2012	5	Arthritis	FISH OIL	201	5
2	Male	65-74	3/8/2012	2	Psoriasis	FISH OIL	201	2
1	Female	55-64	2/21/2012	1	Depression	FISH OIL	201	3
4	Female	55-64	2/11/2012	3	Diabetes	FISH OIL	201	3
5	Male	45-54	2/5/2012	3	ADHD	FISH OIL	201	3
5	Female	19-24	1/30/2012	5	Bipolar depression	FISH OIL	201	5
5	Female	35-44	1/21/2012	4	High blood pressure	FISH OIL	201	4
4	Female	65-74	1/5/2012	3	Attention	FISH OIL	201	3
1	Female	45-54	12/31/2011	1	Stroke	FISH OIL	201	1
5	Male	35-44	12/31/2011	5	High blood pressure	FISH OIL	201	5
5	Female	3-6	12/21/2011	1	ADHD	FISH OIL	201	1
3	Female	19-24	11/4/2011	3	Cancer	FISH OIL	201	1
5	Male	25-34	10/19/2011	4	High blood pressure	FISH OIL	201	3
3	Female	45-54	10/18/2011	1	Migraine headache 	FISH OIL	201	1
5	Female	55-64	10/16/2011	5	Depression	FISH OIL	201	5
5	Male	55-64	9/20/2011	5	Arthritis	FISH OIL	201	5
1	Female	55-64	8/19/2011	1	Hypertension	FISH OIL	201	1
5	Female	35-44	8/8/2011	5	Migraine headache 	FISH OIL	201	4
5	Female	25-34	8/3/2011	1	Depression	FISH OIL	201	1
5	Male	45-54	7/20/2011	4	Bipolar depression	FISH OIL	201	4
5	Male	65-74	7/8/2011	5	Other	FISH OIL	201	5
4	Female	55-64	5/30/2011	4	Arthritis	FISH OIL	201	2
5	Female	25-34	5/19/2011	2	Dry eye	FISH OIL	201	1
4	Female	45-54	5/2/2011	4	High blood pressure	FISH OIL	201	4
5	Male	13-18	4/18/2011	5	ADHD	FISH OIL	201	4
5	Female	55-64	4/7/2011	3	Hypertriglyceridemia	FISH OIL	201	3
5	Female	65-74	4/5/2011	5	Cardiovascular disease	FISH OIL	201	5
1	Female	25-34	3/23/2011	3	Arthritis	FISH OIL	201	4
4	Female	45-54	3/16/2011	4	Depression	FISH OIL	201	4
5	Male	55-64	3/5/2011	4	Rheumatoid arthritis (RA)	FISH OIL	201	4
4	Female	25-34	3/3/2011	1	General Health & Wellness	FISH OIL	201	1
5	Female	35-44	2/25/2011	5	"Systemic lupus erythematosus (...
							"	FISH OIL	201	4
4	Female	65-74	2/9/2011	4	Cardiovascular disease	FISH OIL	201	4
5	Female	45-54	2/5/2011	3	Crohn's disease	FISH OIL	201	3
5	Male	45-54	2/4/2011	4	Depression	FISH OIL	201	4
1	Male	19-24	1/24/2011	1	ADHD	FISH OIL	201	1
5	Female	25-34	1/5/2011	5	High blood pressure	FISH OIL	201	5
4	Female	45-54	12/27/2010	4	Dry eye syndrome	FISH OIL	201	4
5	Female	55-64	11/24/2010	5	Hypertriglyceridemia	FISH OIL	201	5
5	Male	55-64	11/9/2010	5	General Health & Wellness	FISH OIL	201	5
1	Female	45-54	11/7/2010	1	Overweight	FISH OIL	201	1
5	Female	25-34	11/3/2010	1	General Health & Wellness	FISH OIL	201	2
4	Male	35-44	10/26/2010	4	Bipolar disorder	FISH OIL	201	3
5	Female	35-44	10/14/2010	1	Bipolar disorder	FISH OIL	201	1
5	Male	65-74	8/24/2010	4	High blood pressure	FISH OIL	201	4
4	Male	19-24	8/17/2010	3	Hypertension	FISH OIL	201	3
5	Female	13-18	7/16/2010	4	Bipolar depression	FISH OIL	201	4
5	Female	55-64	7/8/2010	5	Arthritis	FISH OIL	201	5
3	Female	65-74	6/16/2010	3	Cardiovascular disease	FISH OIL	201	3
1	Female	65-74	6/9/2010	1	Other	FISH OIL	201	1
5	Female	25-34	5/27/2010	5	Overweight	FISH OIL	201	4
5	Female	45-54	5/24/2010	1	High blood pressure	FISH OIL	201	1
5	Female	19-24	4/20/2010	5	Chronic fatigue syndrome (CFS)	FISH OIL	201	4
5	Female	19-24	4/19/2010	5	Bipolar disorder	FISH OIL	201	5
4	Female	45-54	4/16/2010	5	Hypertriglyceridemia	FISH OIL	201	5
5	Female	55-64	3/24/2010	5	Heart failure	FISH OIL	201	2
3	Male	35-44	3/11/2010	4	Depression	FISH OIL	201	3
4	Female	45-54	2/26/2010	1	High blood pressure	FISH OIL	201	1
5	Female	25-34	2/24/2010	5	Colitis	FISH OIL	201	5
5	Female	45-54	2/17/2010	5	General Health & Wellness	FISH OIL	201	4
5	Male	55-64	2/12/2010	5	High blood pressure	FISH OIL	201	4
5	Female	35-44	2/1/2010	5	Other	FISH OIL	201	5
5	Female	55-64	2/1/2010	2	Arthritis	FISH OIL	201	1
5	Male	25-34	1/26/2010	4	Osteoporosis	FISH OIL	201	4
5	Female	55-64	1/14/2010	5	Fatigue	FISH OIL	201	4
